,Title,Company,Location,Ratings,URL:s,Description,Type
758,Dutch Speaking Customer Service Agent,Boozt,Malmö,unknown,https://se.indeed.com/rc/clk?jk=2796586dd4b41d70&fccid=9ad8b6ceb3eb1cbc&vjs=3,"THE OPPORTUNITY
Do you have an interest in fashion, see solutions rather than problems and always strive to provide service at a top level? Then this opportunity might be the one for you.
Do you also value a dynamic and international work environment, fun and knowledgeable colleagues as well as a lot of internal career opportunities, then apply and get the chance to join our amazing Customer Service Team.
As our new Dutch speaking Customer Service Agent you will join a team, where you together will work towards providing world class service to our customers.

WHAT YOU WILL DO
The first part of your journey at Boozt will be to take part in a thorough training program to create the best possible conditions for you to succeed and excel in your new role. Training sessions and development meetings will be held continuously throughout your time at Boozt.
Together with our trainers you will focus on your development and take part in training sessions to tailor your journey as a Boozter.

Provide top class service to our customers with all inquiries coming in via phone, email or chat
Be our expert when it comes to questions ranging from specific product information, to styling tips, stock status, shipping details, payment queries, and campaign errands
You will be the company’s eyes and ears and will be a truly important part of the “from order to delivery chain” to ensure that we reach our goal of building an unrivaled customer experience

YOUR PROFILE
Your native language is Dutch. You are also fluent in English since this is our corporate language and it is a part of your daily tasks to support other markets when needed
You enjoy solving problems, exceeding expectations and has a natural ability to connect with people
You see no obstacles in the challenges of offering quick, informative and individual answers and explanations even in stressful times
Previous experience in the service industry is a plus
Good communication skills and a real interest in expressing yourself well, both in speech and writing (tests will be given as part of our recruitment process)
You are proud of being precise and it is natural for you to be considerate in your behavior both internally and externally

OUR OFFER
This is a chance for you to join our vibrant Customer Service Team, an opportunity to grow and develop with one of the leading Nordic E-commerce companies

Full-time temporary employment for an initial 12 months with the possibility for a permanent position (the employment will start with a 6 month probation period)
Working hours for the team is 8:00-17:00, 10:00-19:00
You working schedule will be published for you to see four months in advance
You will join a big international team where we support and learn from each other, but the most important of all we have fun while doing so

We look forward to your application!

BOOZT PERKS
Great personal and internal career development
A culture that incorporates our values of trust, freedom, and responsibility
Flexible work environment
Driven and passionate international colleagues
A generous employee discount
Wellness allowance and sports activities, HQ onsite masseuse and medical doctor

A LITTLE BIT ABOUT US
We are one of the leading e-commerce players in the Nordics. We offer our customers fashion, kids, sports, beauty, and home on Boozt.com and Booztlet.com. You can find our headquarters in Malmö, Sweden, our Boozt Innovation Lab in the heart of Copenhagen, a data science team in Aarhus, Denmark, our two tech offices in Vilnius, Lithuania and in Poznan, Poland, and our fully automated warehouse in Ängelholm (one of the worlds biggest AutoStores). Our Boozt family consists of +1100 employees from more than 38+ nationalities; we believe that our diverse teams help us build an innovative and vibrant workplace. Would you like to join us on our exciting journey?

We are an equal opportunity employer that embraces diversity and inclusiveness.","""data science"""
759,Team Lead - Analytics & Data Science,Avaus,Distans in   Stockholm,unknown,https://se.indeed.com/rc/clk?jk=89cefbef177f5878&fccid=b86f3dccfda8b32f&vjs=3,"Why Avaus?
We are the leading marketing and sales transformation partner in the Nordics! We are 120 colleagues located at our offices in Helsinki, Stockholm, Munich, Milan and Gdansk. As a company, we have more than 15 years of experience in data-driven marketing and sales in large organizations across B2C & B2B industries.
Our vision is to become the leading actionable marketing data-asset provider in Europe by 2025. We believe that to survive, companies need to invest heavily in capabilities related to intelligence & AI, customer experience, personalisation and change management. Our mission is to foster customer-centric organizations equipped to grow and face the future. Our own future growth is heavily driven by activating data and analytics for our clients.
The Team
The Analytics team at Avaus consists of data scientists, BI & CRM analysts, and is a team of highly skilled and ambitious people, eager to improve our clients’ results by providing them with better decisions and actions based on data. We work in a wide range of tools and languages to orchestrate and automate the activation of customer data. We are a social crew and enjoy working closely together and learning from one another.


The role
As the Team Lead for our Analytics team, you will be responsible for managing team development plans, coach and guide team members and assist our operations matching the right person for projects. You will also be responsible for the team's career development, recruitment, resourcing and establishing a culture in line with Avaus cultural cornerstones. As a team lead you will need to be a trusted role model for your team and among your peers. Apart from leading your team, you’re also expected to act as a subject-matter expert in client projects. You will most likely be doing some of these things also:
People & team management
Performance reviews and dito assessments, including salary reviews
Coaching of individuals and teams
Personal & career development plans and execution
Competence area customer delivery and subject matter expertise
Team building
Operations & resourcing
Contribute to sales cases within competence area
1-1:s and individual follow-up
Participate in building a growth mindset and culture within the organization
Thought-leadership around the selected topic, both internally and externally


Who are you?
For this role, we are primarily looking for someone with strong leadership skills. It’s preferable if you have experience within marketing automation, CRM Marketing, Content automation and consulting in general. The role will also include supporting client projects and helping clients define and execute on personalization strategies.
Bachelor’s or Master’s degree within a relevant field
Multiple years of relevant work experience, preferably within consulting
Consultancy mindset and the ability to work in fast paced environments
Proven track record within people and team leadership
Extensive experience in data, analytics and reporting
Fluent in Swedish, as our customers require us to communicate in Swedish
Fluent in English
Practical information
This is a permanent position with a 6 months’ probation period, based at our Stockholm office at Katarinavägen 17. Starting date as soon as possible or by agreement. We offer a hybrid remote workplace and you will report to Head of Delivery.
Already feel like one of us? Send your applications in English as soon as possible, but no later than 2023-02-28. If you have any questions about the position, please contact Paola Banegas, Head of Talant. Due to GDPR, we only accept applications through our career page.
We look forward to hearing from you!","""data science"""
760,Data Scientist,Monto,Distans in   Stockholm,unknown,https://se.indeed.com/rc/clk?jk=58a65147d2758126&fccid=3eae311a1e19c286&vjs=3,"Who we are
Monto, part of Fortnox, is now looking for a Data Scientist!
Monto is on a mission to ensure that all small and medium sized businesses (SMEs) are able to access financing on fair terms. We want to level the playing field between SMEs and Enterprises by helping lenders become better at serving their SME customers. By leveling up lenders, helping them make use of real time accounting and financial data we will help them to help SMEs and thereby close the financing gap in the market. We are boosting the business of SMEs which will fuel the economy!
We are looking to hire great people, who are passionate about using their talents to generate success. We are currently looking for a Data Scientist to better understand, segment and predict customer’s behavior and their financial states.
Who you are
We are looking for ambitious people with a sense of ownership and responsibility. We need problem solvers, initiative takers, people that see opportunities and potential to improve. You will play an important role in taking Monto to the next level - thus, you should desire to go above and beyond to deliver and grow as an individual. At Monto we embrace change, you should dare to challenge the status quo and be persistent in doing so.
Moreover we believe that you are passionate about data science and want to be a part of Monto Data Science helping companies get access to financing based on their true real time behavior and financial data.
You have:
Knowledge of machine learning and statistics
Python and SQL programming skills
Experience developing ML models.
Strong communication skills and the ability to connect the findings to our business
Experienced with AWS is a plus
What’s in it for you?
You will be working in a multicultural team with other data scientists and ML engineers, creating machine learning solutions to add intelligence and automation to Monto’s SaaS platform. Our team owns our products end-to-end, including generating, extracting and preprocessing data, as well as developing, deploying, and monitoring our models.
Specifically you will:
Design, develop, and monitor next-gen ML solutions
Translate business and data needs to technical requirements, then work with other teams to ensure correct implementation
Work closely with product designers and developers to scope and design our products and identify potential new opportunities
Contribute to the team with your mathematical skills and modeling abilities
If you share our passion, join us in making the world a better place for small and medium businesses!
About Monto & Fortnox:
Monto is part of Fortnox AB (publ), a business platform that connects people, companies and organizations. We help companies start, grow and develop. With smart technical products, solutions and services, and the opportunity to connect them with hundreds of external parties, we are a hub for businesses in Sweden. Our vision is to create a prosperous society shaped by successful companies. Fortnox was founded in 2001 and has headquarters in Växjö and offices in Malmö, Linköping and Stockholm. The share is listed on Nasdaq Stockholm. For further information see www.fortnox.se

Are you curious about Monto's story? Read more about us here.","""data science"""
761,Data Scientist,Froda,Distans in   Stockholm,unknown,https://se.indeed.com/rc/clk?jk=dc42935968774c99&fccid=f85a59fab1952b08&vjs=3,"About Froda
Froda was founded in 2015 with a clear vision – to revolutionize the banking experience for entrepreneurs by making it easy and affordable for them to invest in their ideas. Today, we are one of Sweden's fastest growing fintech with major international growth plans. We are a creative tech company with the ambition to turn a historically expensive and unfair industry into something ethical, sustainable, and forward thinking. Behind the company are several well-known investors and talents from e.g., Avanza, Spotify, Google, and Klarna.

About the Role
Froda is at the unique point of taking our data analytics and real-time decisioning to the next level. We are now looking for our next Data Scientist to help us transform our data into actionable insights.

You will design, develop, and maintain statistical data models in collaboration with our chief data scientist as well as our data engineers and analysts. Besides working with modeling you will also build and work on the data pipelines which feed our models.

This is a key role in evolving Froda's data strategy as well as in the development and realization of our data platform.

Who are you?
We believe that you are a curious person who enjoys working in a team with other eager and open-minded people, who can’t wait to learn more and share their knowledge. You are driven by finding the right solution, in a business-oriented manner. We want you to be fluent in English and Swedish for this role, and to have a master's degree preferably in engineering, mathematics, or statistical modeling.
When it comes to your tech skills, we believe that you have experience of:
At least a couple of years as a Data Scientist or a similar role,
Working with statistical modeling in either Python, R, or similar,
Working extensively with SQL.
If you also have worked with machine learning, credit modeling, and maybe have programmed some in C#, Java, or similar, it is of course a plus!
So, what’s in it for you?
You will have the opportunity to work hands-on in a fast-paced, exciting, and collaborative scale-up company with ambitious co-workers that also honors the work-life balance. To add an edge to our employee offer we also have a warrant program for everybody working here.
At Froda, you will truly have freedom under responsibility, which means that you will have the ability to impact your own work and tackle a wider set of tasks than in a typical data science role. You have the actual possibilities to impact tech strategy and decisions. We are a passionate team with an open culture, and we truly believe that the best decisions are taken by combining people's knowledge!

If you have any questions or thoughts concerning the role or process, don’t hesitate to send me an email at: john@froda.se.","""data science"""
762,Data Scientist,Synteda AB,Stockholm,unknown,https://se.indeed.com/rc/clk?jk=2652bcdf36fc8956&fccid=094ab6805ad48dd4&vjs=3,"What is this about?
Synteda AB assist companies to embrace the era of artificial intelligence and Computer Vision effectively and take advantage of its vast possibilities by delivering innovative solutions. We understand how Computer Vision and AI can benefit the society. We stand ready to use our expertise to facilitate businesses in their journey into the era of AI. We work with several clients with various industry fields in close collaboration with top universities in Sweden.

Synteda is actively working on several unique products and solutions in various fields. Dream-innovate-create is our work process were our ideas go through different stages. We create successful solutions by checking feasibility of our product idea (POC) and develop our solution working with agile methodologies until we reach a complete full-scale product.

Synteda has a core team of highly qualified experts that provide assessment to identify challenges and explore different ideas to enhance effectiveness and develop specific algorithms to overcome company challenges. Synteda is built on ethical awareness, curiosity, transparency, respect, participation and last but not least science.

Synteda is growing rapidly and we are looking for a talented data scientist to join our team of experts.
What are we looking for?
Responsibilities
Work on our various platforms and customer assignments.
Collaborate with data scientists and help them test and develop new algorithms.
Enhance existing applications and platforms.
Research, build and implement new solutions.
Build and analyze new data models.
Application of optimization techniques to previous projects.
Analyze multi-variable data sets.
Adopt best practices and share them across the team.

Skills
Bachelor’s, Master’s, or Ph.D. degree in computer science or similar.
Programming experience in combination of Python, C#, C/C++, Spark, Java/Scala.
Knowledge of scientific computing language such as Matlab or R.
Exposure to big data platforms such as AWS, Azure, Hadoop.
Good knowledge of relevant data science packages such as Numpy, PyTorch, Tensorflow, Scipy, Pandas and basic mathematical modelling.
Experience in big data tools such as ElasticSearch/Soir and Kafka.
Experience creating ETL/ELT processes.
Experience with Databricks and Azure tools.
Knowledge of AI and machine learning models.
Good understanding of data engineering practices and data modelling.
Solid experience in multi-variable analysis.
You have experience working with large data sets and distributed computing tools.
Previous experience building machine learning models and data visualization.
Experience of agile development methodologies.
Fluent in English, both spoken and written is required.
Advantage with Swedish.","""data science"""
763,Junior ESG Analyst,Boozt,Malmö,unknown,https://se.indeed.com/rc/clk?jk=aa1a307a9b0347b9&fccid=9ad8b6ceb3eb1cbc&vjs=3,"Junior ESG Analyst
THE OPPORTUNITY
Are you passionate about environmental, social, and governance (ESG) issues and want to make a positive impact on the organization? Do you have a strong analytical mind and the ability to think critically about complex issues? If so, we have an exciting opportunity for you to join our team as a Junior ESG Analyst.
Boozt is one of the Nordics’ leading e-commerce companies and therefore also wants to be the leading role model for e-commerce businesses within fashion, beauty, and lifestyle. You treasure what you measure and we strongly believe in a sustainable business model where we use all our resources as responsibly as we can; natural resources, financial resources, and human resources.
As a Junior ESG Analyst, you will be conducting research and analysis on our e-commerce business to asses the ESG performance of our operations. You will work closely with senior team members to identify and evaluate ESG risks and opportunities and help develop recommendations for improving our performance. In addition, you will have the chance to contribute to the development of ESG-related reports and presentations, as well as engage with stakeholders to discuss and promote the importance of ESG.
Do you want to join our amazing team and have the opportunity to work on meaningful projects that contribute to a more sustainable and socially responsible organization?
WHAT YOU WILL DO
Identify, collect and analyze data to help us assess the environmental performance of our operations
Focus on data collection of Packaging, Waste, Energy, Distribution
Prepare data and KPIs for external and internal ESG reporting
Be a key stakeholder in related projects that focus on different aspects of ESG, often together with our Sustainability Manager
Follow the development of ESG standards and frameworks such as GHG Protocol, ESRS, and Extended Producer Responsibility
YOUR PROFILE
To be successful in this role you will have a strong sustainability interest. You have strong analytical skills and the ability to communicate complex ideas effectively. You are detail-oriented and structured, but also a responsible and independent team player with the ability to multitask in a busy environment.
Bachelor's degree in a related field such as environmental studies, sustainability, finance, or business
Strong Excel skills
Experience in Environmental reporting or sustainability is a plus
Good communication skills with both internal and external stakeholders
Advanced level of the Swedish language
Fluent in English since this is our corporate language (only applications in English will be considered)
_Please apply for this position as soon as possible as we work with ongoing selection and interviews. The first step in this recruitment process is to conduct an assessment that we send to you by email. This is mandatory to continue in the process.
_
*We look forward to your application!
*
Meet our colleague Gabi Försterling, ESG controller for the sustainability team: here
BOOZT PERKS
Great personal and internal career development
A culture that incorporates our values of trust, freedom, and responsibility
Flexible work environment
Driven and passionate international colleagues
A generous employee discount
Wellness allowance and sports activities, HQ onsite masseuse and medical doctor
A LITTLE BIT ABOUT US
We are one of the leading e-commerce players in the Nordics. We offer our customers fashion, kids, sports, beauty, and home on Boozt.com and Booztlet.com. You can find our headquarters in Malmö, Sweden, our Boozt Innovation Lab in the heart of Copenhagen, a data science team in Aarhus, Denmark, our two tech offices in Vilnius, Lithuania, and in Poznan, Poland, and our fully automated warehouse in Ängelholm (one of the worlds biggest AutoStores). Our Boozt family consists of +1100 employees from more than 38+ nationalities; we believe that our diverse teams help us build an innovative and vibrant workplace. Would you like to join us on our exciting journey?
We are an equal-opportunity employer that embraces diversity and inclusiveness.
Job Type: Full-time","""data science"""
764,IT Support,Boozt,"Ängelholm
+ ort",unknown,https://se.indeed.com/rc/clk?jk=5aa9259133975dde&fccid=9ad8b6ceb3eb1cbc&vjs=3,"IT Support
THE OPPORTUNITY
As an IT Supporter at Boozt you will be working closely with the business teams to help and enable their work. Here you will be a part of a small, international and friendly team that loves providing good service to the rest of the organization. You will be given the flexibility to plan and organize your own work. We believe that you as a technician choose the best way to manage good service and solutions for our internal clients.
If you are a person that is curious and enjoys working in a fast-paced environment where every day is different, you might be the person we are looking for.
WHAT YOU WILL DO
Daily IT Support covering software and hardware in a mix of Windows and Mac-environment.
Support and maintenance of network (cable and wifi) and meeting equipment.
Take part in hardware and software purchases.
Take part in IT Projects.
Work with and improve IT processes.
YOUR PROFILE
You have a minimum of 3 years of professional experience from a similar role.
Meritorious if you have experience from technical support in a scale up company.
Fluent in Swedish and English, as this is our corporate language (only applications in English will be considered).
Meritorious if you have experience with Google Workspace, Jira, Google Cloud.
Hands on experience with both hardware and software, at Boozt we work with both Mac and Windows environments.
To be successful in this role you have a good understanding of how technology can enable the business to work more efficiently. You enjoy having contact with different business units and have it easy to make IT understandable for people that do not know the area.
Note; the first step in this recruitment process is to conduct an assessment that we send to you by email. This is mandatory to continue in the process.
We look forward to your application!
BOOZT PERKS
Great personal and internal career development
A culture that incorporates our values of trust, freedom, and responsibility
Flexible work environment
Driven and passionate international colleagues
A generous employee discount
Wellness allowance and sports activities, HQ onsite masseuse and medical doctor
A LITTLE BIT ABOUT US
We are one of the leading e-commerce players in the Nordics. We offer our customers fashion, kids, sports, beauty, and home on Boozt.com and Booztlet.com. You can find our headquarters in Malmö, Sweden, our Boozt Innovation Lab in the heart of Copenhagen, a data science team in Aarhus, Denmark, our two tech offices in Vilnius, Lithuania and in Poznan, Poland, and our fully automated warehouse in Ängelholm (one of the worlds biggest AutoStores). Our Boozt family consists of +1100 employees from more than 38+ nationalities; we believe that our diverse teams help us build an innovative and vibrant workplace. Would you like to join us on our exciting journey?
We are an equal opportunity employer that embraces diversity and inclusiveness.
Job Type: Full-time","""data science"""
765,Student Assistant | Buying & Merchandising,Boozt,Malmö,unknown,https://se.indeed.com/rc/clk?jk=4b4bc3883fead13d&fccid=9ad8b6ceb3eb1cbc&vjs=3,"Student Assistant | Buying & Merchandising
THE OPPORTUNITY
We are looking for a Student Assistant for Boozt.com Merchandising team. This is an opportunity to develop and work with analysis, contribute with sales insights, and help us to manage our inventory.
You will join our Merchandising team at Boozt where we are responsible for sales forecasting, stock management, and strategic decisions. As a Retail Business Analyst, you will help us achieve optimal stock performance and continue sales growth of our Nordic Department Store. We are an ambitious dynamic team working in a fast-paced environment and your contributions will be highly valued.
Boozt believes that our employees are our main asset and together we are facing an exciting future of growth and new opportunities. We truly live our company values; “trust, freedom, and responsibility” by being curious about why things are the way they are and by showing that we care and act, we make it happen.
If you want to develop your analytical skills and join our growing journey - then this is an exciting opportunity for you!
WHAT YOU WILL DO
Assist in analyzing and forecasting performance, stock, and sell-through to maximize commercial opportunities and identify risks
Monitor sales performance and report your findings to your category manager
Support the merchandising team with setting up pricing structures and fulfilling ad-hoc duties
Collaborate with our Buying and Supply Chain teams to create an overview of the incoming deliveries
*
YOUR PROFILE*
You are currently studying for your bachelor or master’s degree in finance, business administration or similar field
Have at least 6 months left of your studies
Available 15-30 hours a week, with a flexible schedule
Excellent verbal and written English skills
Experience in excel is a plus, training will be given
To be successful in this role we believe that you are numbers-oriented, analytical, as well as a curiosity in learning why. You are a team player with a competitive mindset that likes working in a fast-paced and changing environment.
Note; the first step in this recruitment process is to conduct an assessment that we send to you by email. This is mandatory to continue in the process.
We look forward to your application!
BOOZT PERKS
Great personal and internal career development
A culture that incorporates our values of trust, freedom, and responsibility
Flexible work environment
Driven and passionate international colleagues
A generous employee discount
Wellness allowance and sports activities, HQ onsite masseuse and medical doctor
A LITTLE BIT ABOUT US
We are one of the leading e-commerce players in the Nordics. We offer our customers fashion, kids, sports, beauty, and home on Boozt.com and Booztlet.com. You can find our headquarters in Malmö, Sweden, our Boozt Innovation Lab in the heart of Copenhagen, a data science team in Aarhus, Denmark, our two tech offices in Vilnius, Lithuania and in Poznan, Poland, and our fully automated warehouse in Ängelholm (one of the worlds biggest AutoStores). Our Boozt family consists of +1100 employees from more than 38+ nationalities; we believe that our diverse teams help us build an innovative and vibrant workplace. Would you like to join us on our exciting journey?
We are an equal opportunity employer that embraces diversity and inclusiveness.
Job Type: Full-time","""data science"""
766,Data Analyst,Devport AB,Göteborg,unknown,https://se.indeed.com/rc/clk?jk=891181155f4ab57a&fccid=9ae9ec4deed5ceb9&vjs=3,"Do you want to be a part of a new Analytics Operations team and get to work in an inspiring environment? Then you should keep reading!
DevPort are now looking for a Data Analyst to join our clients new Analytics Operations team. The Analytics Operations team should act as a catalyst and take responsibility for analytics value creation in all phases; from early ideation with stakeholders to creating runtime dashboards and data pipelines or guiding superusers to help them create their own dashboards. We also cooperate with Data Scientists and Data Engineers to run AI/ML models in operations. The Analytics Operations team is new and as such you will be part of developing the unit and creating successful use cases.
Our clients new Data, Analytics & AI organization is focused on unleashing the value of data collected from connected customer assets. The team are set out to drive the transformation into a data driven culture, where Data, Analytics & AI/ML are an integral part in their services and internal processes. By spanning across Data Foundation, Data Analytics and Data Science they can provide their stakeholders with actionable insights and take ownership of the whole process from ideation and exploration to analytics operations.

About the role
Drive the data journey by connecting with stakeholders, running workshops, identify opportunities and take it from idea to value.
Develop state-of-the art solutions, dashboards, and insight reports.
Stay at the forefront in the analytics space and share knowledge and experience with colleagues.

Your profile
You have a degree in a relevant field or practical experience from utilizing data to drive change.
You are a creative, entrepreneurial problem-solver with an inquisitive attitude and are not afraid of complex challenges or unconventional approaches.
You routinely use dashboarding as a tool for problem solving, and are experienced in at least one dashboarding solution (e.g. PowerBI, Qlik, Tableau, QuickSight, Grafana).
You confidently and systematically build analysis approaches from scratch, including data extraction, scripting and/or programming in relevant languages and analysis with creation of informative and appealing visualizations.
You are a communicative person that builds and maintains trust with stakeholders and colleagues.
Humorous; because, in the end, working in the team should be fun.

What can we offer you?
You will be part of a highly skilled analytics team that together with our stakeholders creates great value in short- and long-term engagements. In this team you will be able to make a data-driven impact on sustainable transport solutions for our client, their customers and society at large - and have fun while doing it. Your workplace will be based in Lindholmen in Gothenburg.

Application
Apply by following the steps below. If you have any questions regarding the position, send an email to Elin Thulin at elin.thulin@devport.se
I am looking forward to read you application!

About DevPort
DevPort is a technology consulting company in an expansive development phase with headquarter in Gothenburg and offices in Stockholm, Linköping, Helsingborg and Karlskrona. DevPort has its core competence in the automotive industry and employs more than 500 people in three business areas - Digital solutions, production development and product development.
We are proud of our employees and of collaborating with several of the world's leading vehicle manufacturers, companies in the defense industry and other development-intensive industries.
We are characterized by a family culture with entrepreneurship, competence, security and a community that infuses the company's operations and contributes to a pleasant and inspiring workplace.","""data science"""
767,Data Scientist in Predictive Computational Chemistry and Machine Learning,AstraZeneca,Göteborg,"4,1",https://se.indeed.com/rc/clk?jk=25644ca22c0ff2b2&fccid=003656df63cede32&vjs=3,"Do you have expertise in, and passion for, deriving knowledge from data and computational modelling? Would you like to apply your expertise to implement transformative Artificial Intelligent and Machine Learning based methods to drive the digital transformation in a company that follows the science and turns ideas into life changing medicines? Then AstraZeneca might be of interest to you!
At AstraZeneca we’re dedicated to being a Great Place to Work. Where you are
empowered to push the boundaries of science and unleash your entrepreneurial spirit. There’s no better place to make a difference to medicine, patients and society. An inclusive culture that champions diversity and collaboration. Always committed to lifelong learning, growth and development.
Pharmaceutical Sciences at AstraZeneca delivers the therapies of the future through scientific leadership in drug delivery, design of synthetic routes, and manufacturing of Active Pharmaceutical Ingredients and drug products. In essence, we are working “from molecule to medicine” to develop medicines for our patients today and tomorrow.
The Data Science and Modelling department within Pharmaceutical Sciences is developing a digital transformation strategy to drive innovation, optimization of the drug development process and data-driven decision making.
We now have an exciting opportunity for a Senior Scientist or Associate Principal Scientist, depending on your background and experience, in our Data Science – Substance team. This role can be based in either Gothenburg, Sweden or Macclesfield, United Kingdom.
What you’ll do
In this role you will get the opportunity to engage with key internal and external stakeholders to identify and validate impactful solutions to provide scientific leadership and drive innovation. You will work at the forefront of the digital transformation within AstraZeneca, turning ideas into life changing medicines for patients!
Typical responsibilities in this role
Use a combination of data driven models and molecular modelling to predict and elucidate chemical structures of impurities and degradants of pharmaceutical substances as well as formulated drug products.
Identify and utilize internal and external data sources and test, develop, and implement new combinations of machine learning and mechanistic modelling workflows to predict physical chemical properties and drug substance reactivity to be used by other scientists
Support drug project campaigns with expert insights on chemical reactivity, stability, and catalysis
Essential requirements
PhD in computational chemistry or equivalent experience
Track record of applying molecular modelling to druglike molecules
Proven experience of using machine learning to build predictive models
Skills and experience in modelling of chemical reactivity and analytical chemistry data
Good knowledge of Python programming including machine learning frameworks such as TensorFlow, Scikit-learn as well as cheminformatics packages such as, RDkit.
Knowledge of end-to-end software such as PipelinePilot, Knime or Dataiku is beneficial.
Excellent communication skills, written and spoken
Self-motivated
Team player
Why AstraZeneca
At AstraZeneca, we turn ideas into life changing medicines and strive to continuously meet the unmet needs of patients worldwide. Working here means being entrepreneurial, thinking big, and working together to make the impossible a reality. Ultimately, it’s more than a job. We know that our work impacts people with serious conditions, many of whom have no other alternatives. That’s what drives us – the potential to impact over one billion patients worldwide.
So, what’s next?
Are you already imagining yourself joining us? Good, because we can’t wait to hear from you! Welcome with your application; CV and cover letter, no later than February 27th .
For more information, please contact recruiting manager Christof Jäger, PhD at
Linkedin Christof Jäger
To read more about the department and Data Science & AI at AstraZeneca, please visit Data Science & Artificial Intelligence AstraZeneca
Competitive salary and benefits package on offer.

Opening date: January 30th, 2023
Closing date: February 27th, 2023","""data science"""
768,HR Assistant | Tech,Boozt,Malmö,unknown,https://se.indeed.com/rc/clk?jk=3cca24a435d06530&fccid=9ad8b6ceb3eb1cbc&vjs=3,"HR Assistant | Tech
THE OPPORTUNITY
As part of our HR tech recruitment team we have a new opening for Technology Sourcer to join and help us attract the best talents to our growing organisation. You will primarily be responsible for recruitments within Tech Platform and you will be looking for talents within mobile development, front & backend development and also Data scientists.
In this opportunity you will be the first point of contact for candidates and ensure a great candidate experience. You will work in a culturally diverse, performance-stimulating environment, surrounded by new ideas and different ways of doing things.
WHAT YOU WILL DO
Support recruitment needs with a focus on IT/tech positions.
Uncover top talent through various sourcing channels using LinkedIn, university collaborations and employee referrals.
Gather job specifications with HR and create solid enticing job descriptions.
Manage applicants through our ATS Teamtailor.
Screen and schedule interviews with candidates.
Drive the candidate relocation process on as need basis.
YOUR PROFILE
A degree within HR or studying now, service management, administration or a similar field or having previous recruitment experience within IT/tech.
Creative mind with a keen eye on diversity and inclusion.
Passion for finding the best talent.
Fluent in English since this is our corporate language.
Highly proactive with searches.
To be successful in this role you are self-driven, detail-oriented and enjoy working independently as well as part of a team.
Welcome to apply for the position!
BOOZT PERKS
Great personal and internal career development
A culture that incorporates our values of trust, freedom, and responsibility
Flexible work environment
Driven and passionate international colleagues
A generous employee discount
Wellness allowance and sports activities, HQ onsite masseuse and medical doctor
A LITTLE BIT ABOUT US
We are one of the leading e-commerce players in the Nordics. We offer our customers fashion, kids, sports, beauty, and home on Boozt.com and Booztlet.com. You can find our headquarters in Malmö, Sweden, our Boozt Innovation Lab in the heart of Copenhagen, a data science team in Aarhus, Denmark, our two tech offices in Vilnius, Lithuania and in Poznan, Poland, and our fully automated warehouse in Ängelholm (one of the worlds biggest AutoStores). Our Boozt family consists of +1100 employees from more than 38+ nationalities; we believe that our diverse teams help us build an innovative and vibrant workplace. Would you like to join us on our exciting journey?
We are an equal opportunity employer that embraces diversity and inclusiveness.
Job Type: Full-time","""data science"""
